DEPTH,A,B,C
3402.5652,42.53713,75.92685,52.36905
3402.7176,40.72246,78.99765,48.47781
3402.87,47.3077,76.0005,55.39399
3403.0224,37.62205,79.52524,46.95503
3403.1748,40.43805,76.4348,45.65356
3403.3272,45.93938,76.49319,51.90401
3403.4796,43.64199,79.27843,49.02956
3403.632,37.96629,75.9097,41.96537
3403.7844,40.61414,74.42517,47.28746
3403.9368,40.12914,78.24157,49.89678
3404.0892,40.29226,75.60465,47.95522
3404.2416,36.70889,77.0344,40.41425
3404.394,37.86921,76.10836,41.1656
3404.5464,33.2801,77.74926,44.67671
3404.6988,38.75229,75.39505,45.8025
3404.8512,39.02678,76.20911,44.4533
3405.0036,36.33785,77.30017,42.69405
3405.156,31.8709,76.154,35.95204
3405.3084,39.10744,75.37351,49.91105
3405.4608,37.23538,76.01428,43.52564
3405.6132,32.42577,75.37636,43.75761
3405.7656,32.90861,76.45147,40.63401
3405.918,28.41747,77.71651,39.72043
3406.0704,28.27599,77.05919,36.82533
3406.2228,28.82528,77.07586,38.80687
3406.3752,33.23693,76.66293,42.54524
3406.5276,27.09269,76.77043,36.74904
3406.68,31.02661,77.74724,39.35698
3406.8324,26.93906,79.20689,33.86131
3406.9848,28.37449,76.66568,41.1592
3407.1372,26.75691,78.00428,32.31281
3407.2896,29.88865,76.62316,37.75476
3407.442,24.78895,78.07465,32.82861
3407.5944,20.83927,80.06986,29.74398
3407.7468,21.28842,78.69838,28.4113
3407.8992,23.35093,75.617,32.89845
3408.0516,21.13869,78.59027,28.95515
3408.204,25.74889,78.804,29.51812
3408.3564,23.10762,77.42756,31.46385
3408.5088,30.79324,77.71022,35.53494
3408.6612,18.12374,77.5647,22.58423
3408.8136,23.53234,75.77799,32.5768
3408.966,18.65252,78.44326,28.39616
3409.1184,19.51758,76.01972,29.87764
3409.2708,21.47681,77.53145,31.36419
3409.4232,13.64771,80.5255,17.32009
3409.5756,20.59784,75.63698,26.22627
3409.728,25.31902,75.67724,38.80161
3409.8804,18.57573,76.98,24.85513
3410.0328,19.42052,78.01224,29.50251
3410.1852,20.81308,77.43919,27.65463
3410.3376,16.63515,80.1846,25.12466
3410.49,15.93348,79.75921,22.8172
3410.6424,10.84932,79.97624,21.17418
3410.7948,19.84906,78.2142,28.65254
3410.9472,16.93747,78.95774,24.38356
3411.0996,13.61675,77.96146,20.13928
3411.252,17.18192,79.50376,26.25722
3411.4044,15.02871,77.47984,21.12408
3411.5568,15.42486,79.7757,25.00715
3411.7092,18.72332,79.72238,33.48661
3411.8616,13.02461,79.42951,25.2402
3412.014,20.27682,77.90198,30.56951
3412.1664,13.35174,79.65947,21.88768
3412.3188,15.99799,75.37735,20.70698
3412.4712,23.04858,78.14738,27.90117
3412.6236,19.67146,78.18837,31.3642
3412.776,17.1684,78.6743,23.8086
3412.9284,14.74633,79.98343,21.52771
3413.0808,15.62912,78.95268,23.91391
3413.2332,16.69945,77.55483,22.98568
3413.3856,16.8114,78.77979,22.3684
3413.538,17.06071,79.03827,25.46889
3413.6904,18.3071,78.9552,24.50877
3413.8428,18.22317,79.07311,24.78003
3413.9952,14.59595,80.72092,21.00314
3414.1476,17.19244,77.83359,27.3207
3414.3,21.75457,78.71778,29.31935
3414.4524,15.03932,81.11835,22.80937
3414.6048,18.37934,77.04585,28.77231
3414.7572,17.77629,79.49309,25.77029
3414.9096,21.7434,78.04133,29.36309
3415.062,21.118,78.45574,30.56839
3415.2144,26.61515,77.05485,36.36042
3415.3668,24.46556,78.32577,32.06988
3415.5192,19.68069,81.52419,27.53309
3415.6716,26.21578,76.88632,32.41815
3415.824,22.86133,77.57396,29.03
3415.9764,24.15183,77.29371,34.33609
3416.1288,27.58068,80.4881,35.81294
3416.2812,25.87894,78.19049,34.88167
3416.4336,30.61305,78.08056,38.73374
3416.586,25.1784,78.5206,33.14592
3416.7384,26.11505,77.80876,35.79238
3416.8908,26.17125,78.73126,36.20908
3417.0432,26.26955,82.02953,35.41328
3417.1956,32.5161,79.89516,39.03875
3417.348,32.38331,77.30414,43.28643
3417.5004,36.73072,78.53671,43.99462
3417.6528,38.98026,76.50938,47.53583
3417.8052,30.18915,76.78016,38.68042
3417.9576,33.9551,79.6571,41.26283
3418.11,30.76975,80.39119,35.7556
3418.2624,31.89759,80.17352,40.41782
3418.4148,32.98672,78.28011,47.23125
3418.5672,32.18892,78.85322,38.31973
3418.7196,32.03165,80.06701,38.98922
3418.872,35.17919,79.25586,40.73179
3419.0244,32.36938,78.82659,38.20574
3419.1768,39.85032,76.32582,50.64496
3419.3292,35.43665,79.15971,40.42063
3419.4816,47.0554,78.66773,51.49772
3419.634,37.81715,77.41453,40.71307
3419.7864,39.82706,79.4099,44.09785
3419.9388,36.03876,79.70293,38.23815
